Title,AlbumName,Record Label,Performer,Track.number,Song.duration,Composer,Year,Genre,Styles,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,popularity,shake.the.audience,romantic,obscene,family.spiritual,sadness
Mary Ann ,Go Away from My World,London,Marianne Faithfull,8,NA,Traditional,1965,Pop/Rock,"British Invasion, Girl Groups",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399
Scarborough Fair ,Go Away from My World,London,Marianne Faithfull,9,NA,Traditional,1965,Pop/Rock,"British Invasion, Girl Groups",0.943,0.545,0.124,2.53E-06,0.125,-17.85,0.0375,134.723,0.466,184707,29,0.007518797,0.578947363,0.007518797,0.007518797,0.007518797
North Country Maid ,Go Away from My World,London,Marianne Faithfull,11,NA,Traditional,1965,Pop/Rock,"British Invasion, Girl Groups",0.966,0.488,0.183,0,0.109,-17.012,0.0386,131.166,0.35,154627,5,0.00228833,0.00228833,0.00228833,0.00228833,0.226873908
Sally Free and Easy ,Go Away from My World,London,Marianne Faithfull,12,NA,Cyril Tawney,1965,Pop/Rock,"British Invasion, Girl Groups",0.921,0.358,0.338,0.00128,0.0923,-16.122,0.0347,106.139,0.743,170893,7,0.000956938,0.041296192,0.000956938,0.090118637,0.362185662
Green Are Your Eyes ,North Country Maid,Universal,Marianne Faithfull,1,2:56,Bert Jansch,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.664,0.512,0.125,0.000176,0.105,-17.822,0.0342,115.338,0.294,176293,7,0.00228833,0.634998363,0.00228833,0.00228833,0.00228833
Cockleshells ,North Country Maid,Universal,Marianne Faithfull,3,3:16,Mike Taylor,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.0484,0.471,0.424,0.0101,0.117,-11.79,0.0278,91.483,0.676,190000,7,0.055046543,0.001503759,0.001503759,0.001503759,0.150441329
The Last Thing on My Mind ,North Country Maid,Universal,Marianne Faithfull,4,2:15,Tom Paxton,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.367,0.623,0.346,0,0.392,-13.917,0.0325,103.832,0.837,134533,0,0.001315789,0.00131579,0.001315789,0.001315789,0.37289963
The First Time Ever I Saw Your Face ,North Country Maid,Universal,Marianne Faithfull,5,3:54,Ewan MacColl,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.923,0.382,0.156,5.77E-05,0.0929,-15.816,0.0306,102.521,0.119,234387,6,0.001422475,0.031376974,0.001422475,0.001422475,0.375788779
Sunny Goodge Street ,North Country Maid,Universal,Marianne Faithfull,7,3:19,Donovan Leitch,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.834,0.484,0.192,1.10E-06,0.11,-17.003,0.0755,142.203,0.0791,148520,17,0.003508772,0.003508772,0.003508772,0.003508772,0.125152375
How Should I Your True Love Know ,North Country Maid,Universal,Marianne Faithfull,8,1:17,Traditional,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.987,0.489,0.0719,4.74E-06,0.104,-20.116,0.0363,106.502,0.614,76773,0,0.003289474,0.003289474,0.003289474,0.074973337,0.003289474
She Moved Thru' The Fair ,North Country Maid,Universal,Marianne Faithfull,9,3:07,Padraic Colum,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.921,0.231,0.146,1.91E-06,0.111,-14.933,0.0357,176.31,0.178,187440,0,0.002923977,0.114470296,0.002923977,0.002923977,0.002923977
Lullaby ,North Country Maid,Universal,Marianne Faithfull,11,2:40,Jon Mark,1966,Pop/Rock,"British Invasion, Folk-Rock, Baroque Pop",0.98,0.477,0.0903,0.00449,0.0982,-21.831,0.0413,121.747,0.206,159813,0,0.019387534,0.000907441,0.000907441,0.076869731,0.000907441
You Can't Go Where the Roses Go ,Love in a Mist,Decca,Marianne Faithfull,2,3:01,Jackie DeShannon,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.346,0.505,0.489,0,0.305,-10.699,0.0318,97.046,0.65,180907,5,0.000848896,0.052314796,0.000848896,0,0.518128509
Our Love Has Gone ,Love in a Mist,Decca,Marianne Faithfull,3,3:21,Chris Andrews,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.904,0.3,0.329,0.00165,0.107,-11.015,0.0283,80.388,0.284,200880,4,0.000862813,0.14620062,0.000862813,0.000862813,0.000862813
Don't Make Promises ,Love in a Mist,Decca,Marianne Faithfull,4,2:55,Tim Hardin,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.588,0.494,0.443,0.00264,0.0916,-13.333,0.0331,89.901,0.899,173040,5,0.003759398,0.003759398,0.003759399,0.061754092,0.141278368
In the Night Time ,Love in a Mist,Decca,Marianne Faithfull,5,3:05,Donovan Leitch,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.699,0.53,0.416,8.46E-05,0.151,-11.979,0.0277,112.754,0.252,185373,6,0.080981441,0.004048583,0.004048583,0.004048583,0.004048583
This Little Bird ,Love in a Mist,Decca,Marianne Faithfull,6,2:02,John D. Loudermilk,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.815,0.624,0.285,0,0.0942,-13.154,0.0318,119.403,0.474,123067,9,0.094126877,0.002770083,0,0.002770083,0.594670985
Ne Me Quitte Pas  ,Love in a Mist,Decca,Marianne Faithfull,7,2:34,Jacques Demy / Michel Legrand,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.967,0.333,0.256,0.000332,0.175,-14.833,0.037,121.222,0.261,153640,6,0.003095975,0.003095975,0.003095975,0.132645591,0.003095975
Counting ,Love in a Mist,Decca,Marianne Faithfull,8,2:54,Bob Lind,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.866,0.232,0.352,1.51E-05,0.112,-12.205,0.0378,173.475,0.227,173760,4,0.002105263,0.002105263,0.002105263,0.192988033,0.444114963
Reason to Believe ,Love in a Mist,Decca,Marianne Faithfull,9,2:20,Tim Hardin,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.405,0.49,0.321,6.93E-05,0.128,-12.626,0.0276,86.111,0.652,140280,9,0.00228833,0.00228833,0.00228833,0.00228833,0.108317755
Coquillages ,Love in a Mist,Decca,Marianne Faithfull,10,3:38,Michael John Taylor,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.408,0.471,0.248,0.000162,0.147,-16.03,0.0281,84.755,0.337,218160,5,0.002631579,0.111304313,0.002631579,0.002631579,0.002631579
With You in Mind ,Love in a Mist,Decca,Marianne Faithfull,11,2:28,Jackie DeShannon,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.786,0.636,0.565,2.06E-05,0.144,-12.059,0.0281,136.861,0.56,149120,7,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882
Good Guy ,Love in a Mist,Decca,Marianne Faithfull,13,2:49,Donovan Leitch,1967,Pop/Rock,"British Invasion, Girl Groups, Folk-Rock, Baroque Pop",0.808,0.387,0.417,3.35E-06,0.11,-9.966,0.0352,104.73,0.372,168853,5,0.01233504,0.000482859,0.000482859,0.000482859,0.000482859
